source_column,feature_name,keep,source_order,feature_order,unit_type,drop_first,is_reference,reference_level,level_value,ordinal_levels,source_prior
S_src00469,S_src00469__lvl365,True,469,365,onehot_group,False,False,0.0,365.0,,
S_src00469,S_src00469__lvl366,True,469,366,onehot_group,False,False,0.0,366.0,,
S_src00469,S_src00469__lvl367,True,469,367,onehot_group,False,False,0.0,367.0,,
S_src00469,S_src00469__lvl368,True,469,368,onehot_group,False,False,0.0,368.0,,
S_src00469,S_src00469__lvl369,True,469,369,onehot_group,False,False,0.0,369.0,,
S_src00469,S_src00469__lvl370,True,469,370,onehot_group,False,False,0.0,370.0,,
S_src00469,S_src00469__lvl371,True,469,371,onehot_group,False,False,0.0,371.0,,
S_src00469,S_src00469__lvl372,True,469,372,onehot_group,False,False,0.0,372.0,,
S_src00469,S_src00469__lvl373,True,469,373,onehot_group,False,False,0.0,373.0,,
S_src00469,S_src00469__lvl374,True,469,374,onehot_group,False,False,0.0,374.0,,
S_src00469,S_src00469__lvl375,True,469,375,onehot_group,False,False,0.0,375.0,,
S_src00469,S_src00469__lvl376,True,469,376,onehot_group,False,False,0.0,376.0,,
S_src00469,S_src00469__lvl377,True,469,377,onehot_group,False,False,0.0,377.0,,
S_src00469,S_src00469__lvl378,True,469,378,onehot_group,False,False,0.0,378.0,,
S_src00469,S_src00469__lvl379,True,469,379,onehot_group,False,False,0.0,379.0,,
S_src00469,S_src00469__lvl380,True,469,380,onehot_group,False,False,0.0,380.0,,
S_src00469,S_src00469__lvl381,True,469,381,onehot_group,False,False,0.0,381.0,,
S_src00469,S_src00469__lvl382,True,469,382,onehot_group,False,False,0.0,382.0,,
S_src00469,S_src00469__lvl383,True,469,383,onehot_group,False,False,0.0,383.0,,
S_src00469,S_src00469__lvl384,True,469,384,onehot_group,False,False,0.0,384.0,,
S_src00469,S_src00469__lvl385,True,469,385,onehot_group,False,False,0.0,385.0,,
S_src00469,S_src00469__lvl386,True,469,386,onehot_group,False,False,0.0,386.0,,
S_src00469,S_src00469__lvl387,True,469,387,onehot_group,False,False,0.0,387.0,,
S_src00469,S_src00469__lvl388,True,469,388,onehot_group,False,False,0.0,388.0,,
S_src00469,S_src00469__lvl389,True,469,389,onehot_group,False,False,0.0,389.0,,
S_src00469,S_src00469__lvl390,True,469,390,onehot_group,False,False,0.0,390.0,,
S_src00469,S_src00469__lvl391,True,469,391,onehot_group,False,False,0.0,391.0,,
S_src00469,S_src00469__lvl392,True,469,392,onehot_group,False,False,0.0,392.0,,
S_src00469,S_src00469__lvl393,True,469,393,onehot_group,False,False,0.0,393.0,,
S_src00469,S_src00469__lvl394,True,469,394,onehot_group,False,False,0.0,394.0,,
S_src00469,S_src00469__lvl395,True,469,395,onehot_group,False,False,0.0,395.0,,
S_src00469,S_src00469__lvl396,True,469,396,onehot_group,False,False,0.0,396.0,,
S_src00469,S_src00469__lvl397,True,469,397,onehot_group,False,False,0.0,397.0,,
S_src00469,S_src00469__lvl398,True,469,398,onehot_group,False,False,0.0,398.0,,
S_src00469,S_src00469__lvl399,True,469,399,onehot_group,False,False,0.0,399.0,,
S_src00469,S_src00469__lvl400,True,469,400,onehot_group,False,False,0.0,400.0,,
S_src00469,S_src00469__lvl401,True,469,401,onehot_group,False,False,0.0,401.0,,
S_src00469,S_src00469__lvl402,True,469,402,onehot_group,False,False,0.0,402.0,,
S_src00469,S_src00469__lvl403,True,469,403,onehot_group,False,False,0.0,403.0,,
S_src00469,S_src00469__lvl404,True,469,404,onehot_group,False,False,0.0,404.0,,
S_src00469,S_src00469__lvl405,True,469,405,onehot_group,False,False,0.0,405.0,,
S_src00469,S_src00469__lvl406,True,469,406,onehot_group,False,False,0.0,406.0,,
S_src00469,S_src00469__lvl407,True,469,407,onehot_group,False,False,0.0,407.0,,
S_src00469,S_src00469__lvl408,True,469,408,onehot_group,False,False,0.0,408.0,,
S_src00470,S_src00470__lvl0,True,470,0,onehot_group,False,True,0.0,0.0,,
S_src00470,S_src00470__lvl1,True,470,1,onehot_group,False,False,0.0,1.0,,
S_src00470,S_src00470__lvl2,True,470,2,onehot_group,False,False,0.0,2.0,,
S_src00471,S_src00471__lvl0,True,471,0,onehot_group,False,True,0.0,0.0,,
S_src00471,S_src00471__lvl1,True,471,1,onehot_group,False,False,0.0,1.0,,
S_src00471,S_src00471__lvl2,True,471,2,onehot_group,False,False,0.0,2.0,,
S_src00471,S_src00471__lvl3,True,471,3,onehot_group,False,False,0.0,3.0,,
S_src00471,S_src00471__lvl4,True,471,4,onehot_group,False,False,0.0,4.0,,
S_src00471,S_src00471__lvl5,True,471,5,onehot_group,False,False,0.0,5.0,,
S_src00471,S_src00471__lvl6,True,471,6,onehot_group,False,False,0.0,6.0,,
S_src00471,S_src00471__lvl7,True,471,7,onehot_group,False,False,0.0,7.0,,
S_src00471,S_src00471__lvl8,True,471,8,onehot_group,False,False,0.0,8.0,,
S_src00471,S_src00471__lvl9,True,471,9,onehot_group,False,False,0.0,9.0,,
S_src00471,S_src00471__lvl10,True,471,10,onehot_group,False,False,0.0,10.0,,
S_src00471,S_src00471__lvl11,True,471,11,onehot_group,False,False,0.0,11.0,,
S_src00471,S_src00471__lvl12,True,471,12,onehot_group,False,False,0.0,12.0,,
S_src00471,S_src00471__lvl13,True,471,13,onehot_group,False,False,0.0,13.0,,
S_src00471,S_src00471__lvl14,True,471,14,onehot_group,False,False,0.0,14.0,,
S_src00471,S_src00471__lvl15,True,471,15,onehot_group,False,False,0.0,15.0,,
S_src00471,S_src00471__lvl16,True,471,16,onehot_group,False,False,0.0,16.0,,
S_src00471,S_src00471__lvl17,True,471,17,onehot_group,False,False,0.0,17.0,,
S_src00471,S_src00471__lvl18,True,471,18,onehot_group,False,False,0.0,18.0,,
S_src00471,S_src00471__lvl19,True,471,19,onehot_group,False,False,0.0,19.0,,
S_src00471,S_src00471__lvl20,True,471,20,onehot_group,False,False,0.0,20.0,,
S_src00471,S_src00471__lvl21,True,471,21,onehot_group,False,False,0.0,21.0,,
S_src00471,S_src00471__lvl22,True,471,22,onehot_group,False,False,0.0,22.0,,
S_src00471,S_src00471__lvl23,True,471,23,onehot_group,False,False,0.0,23.0,,
S_src00471,S_src00471__lvl24,True,471,24,onehot_group,False,False,0.0,24.0,,
S_src00471,S_src00471__lvl25,True,471,25,onehot_group,False,False,0.0,25.0,,
S_src00471,S_src00471__lvl26,True,471,26,onehot_group,False,False,0.0,26.0,,
S_src00471,S_src00471__lvl27,True,471,27,onehot_group,False,False,0.0,27.0,,
S_src00471,S_src00471__lvl28,True,471,28,onehot_group,False,False,0.0,28.0,,
S_src00471,S_src00471__lvl29,True,471,29,onehot_group,False,False,0.0,29.0,,
S_src00471,S_src00471__lvl30,True,471,30,onehot_group,False,False,0.0,30.0,,
S_src00471,S_src00471__lvl31,True,471,31,onehot_group,False,False,0.0,31.0,,
S_src00471,S_src00471__lvl32,True,471,32,onehot_group,False,False,0.0,32.0,,
S_src00471,S_src00471__lvl33,True,471,33,onehot_group,False,False,0.0,33.0,,
S_src00471,S_src00471__lvl34,True,471,34,onehot_group,False,False,0.0,34.0,,
S_src00471,S_src00471__lvl35,True,471,35,onehot_group,False,False,0.0,35.0,,
S_src00471,S_src00471__lvl36,True,471,36,onehot_group,False,False,0.0,36.0,,
S_src00471,S_src00471__lvl37,True,471,37,onehot_group,False,False,0.0,37.0,,
S_src00471,S_src00471__lvl38,True,471,38,onehot_group,False,False,0.0,38.0,,
S_src00471,S_src00471__lvl39,True,471,39,onehot_group,False,False,0.0,39.0,,
S_src00471,S_src00471__lvl40,True,471,40,onehot_group,False,False,0.0,40.0,,
S_src00471,S_src00471__lvl41,True,471,41,onehot_group,False,False,0.0,41.0,,
S_src00471,S_src00471__lvl42,True,471,42,onehot_group,False,False,0.0,42.0,,
S_src00471,S_src00471__lvl43,True,471,43,onehot_group,False,False,0.0,43.0,,
S_src00471,S_src00471__lvl44,True,471,44,onehot_group,False,False,0.0,44.0,,
S_src00471,S_src00471__lvl45,True,471,45,onehot_group,False,False,0.0,45.0,,
S_src00471,S_src00471__lvl46,True,471,46,onehot_group,False,False,0.0,46.0,,
S_src00471,S_src00471__lvl47,True,471,47,onehot_group,False,False,0.0,47.0,,
S_src00471,S_src00471__lvl48,True,471,48,onehot_group,False,False,0.0,48.0,,
S_src00471,S_src00471__lvl49,True,471,49,onehot_group,False,False,0.0,49.0,,
S_src00471,S_src00471__lvl50,True,471,50,onehot_group,False,False,0.0,50.0,,
S_src00471,S_src00471__lvl51,True,471,51,onehot_group,False,False,0.0,51.0,,
S_src00471,S_src00471__lvl52,True,471,52,onehot_group,False,False,0.0,52.0,,
S_src00471,S_src00471__lvl53,True,471,53,onehot_group,False,False,0.0,53.0,,
S_src00471,S_src00471__lvl54,True,471,54,onehot_group,False,False,0.0,54.0,,
S_src00471,S_src00471__lvl55,True,471,55,onehot_group,False,False,0.0,55.0,,
S_src00471,S_src00471__lvl56,True,471,56,onehot_group,False,False,0.0,56.0,,
S_src00471,S_src00471__lvl57,True,471,57,onehot_group,False,False,0.0,57.0,,
S_src00471,S_src00471__lvl58,True,471,58,onehot_group,False,False,0.0,58.0,,
S_src00471,S_src00471__lvl59,True,471,59,onehot_group,False,False,0.0,59.0,,
S_src00471,S_src00471__lvl60,True,471,60,onehot_group,False,False,0.0,60.0,,
S_src00471,S_src00471__lvl61,True,471,61,onehot_group,False,False,0.0,61.0,,
S_src00471,S_src00471__lvl62,True,471,62,onehot_group,False,False,0.0,62.0,,
S_src00471,S_src00471__lvl63,True,471,63,onehot_group,False,False,0.0,63.0,,
S_src00471,S_src00471__lvl64,True,471,64,onehot_group,False,False,0.0,64.0,,
S_src00471,S_src00471__lvl65,True,471,65,onehot_group,False,False,0.0,65.0,,
S_src00471,S_src00471__lvl66,True,471,66,onehot_group,False,False,0.0,66.0,,
S_src00471,S_src00471__lvl67,True,471,67,onehot_group,False,False,0.0,67.0,,
S_src00471,S_src00471__lvl68,True,471,68,onehot_group,False,False,0.0,68.0,,
S_src00471,S_src00471__lvl69,True,471,69,onehot_group,False,False,0.0,69.0,,
S_src00471,S_src00471__lvl70,True,471,70,onehot_group,False,False,0.0,70.0,,
S_src00471,S_src00471__lvl71,True,471,71,onehot_group,False,False,0.0,71.0,,
S_src00471,S_src00471__lvl72,True,471,72,onehot_group,False,False,0.0,72.0,,
S_src00471,S_src00471__lvl73,True,471,73,onehot_group,False,False,0.0,73.0,,
S_src00471,S_src00471__lvl74,True,471,74,onehot_group,False,False,0.0,74.0,,
S_src00471,S_src00471__lvl75,True,471,75,onehot_group,False,False,0.0,75.0,,
S_src00471,S_src00471__lvl76,True,471,76,onehot_group,False,False,0.0,76.0,,
S_src00471,S_src00471__lvl77,True,471,77,onehot_group,False,False,0.0,77.0,,
S_src00471,S_src00471__lvl78,True,471,78,onehot_group,False,False,0.0,78.0,,
S_src00471,S_src00471__lvl79,True,471,79,onehot_group,False,False,0.0,79.0,,
S_src00471,S_src00471__lvl80,True,471,80,onehot_group,False,False,0.0,80.0,,
S_src00471,S_src00471__lvl81,True,471,81,onehot_group,False,False,0.0,81.0,,
S_src00471,S_src00471__lvl82,True,471,82,onehot_group,False,False,0.0,82.0,,
S_src00471,S_src00471__lvl83,True,471,83,onehot_group,False,False,0.0,83.0,,
S_src00471,S_src00471__lvl84,True,471,84,onehot_group,False,False,0.0,84.0,,
S_src00471,S_src00471__lvl85,True,471,85,onehot_group,False,False,0.0,85.0,,
S_src00471,S_src00471__lvl86,True,471,86,onehot_group,False,False,0.0,86.0,,
S_src00471,S_src00471__lvl87,True,471,87,onehot_group,False,False,0.0,87.0,,
S_src00471,S_src00471__lvl88,True,471,88,onehot_group,False,False,0.0,88.0,,
S_src00471,S_src00471__lvl89,True,471,89,onehot_group,False,False,0.0,89.0,,
S_src00471,S_src00471__lvl90,True,471,90,onehot_group,False,False,0.0,90.0,,
S_src00471,S_src00471__lvl91,True,471,91,onehot_group,False,False,0.0,91.0,,
S_src00471,S_src00471__lvl92,True,471,92,onehot_group,False,False,0.0,92.0,,
S_src00471,S_src00471__lvl93,True,471,93,onehot_group,False,False,0.0,93.0,,
S_src00471,S_src00471__lvl94,True,471,94,onehot_group,False,False,0.0,94.0,,
S_src00471,S_src00471__lvl95,True,471,95,onehot_group,False,False,0.0,95.0,,
S_src00471,S_src00471__lvl96,True,471,96,onehot_group,False,False,0.0,96.0,,
S_src00471,S_src00471__lvl97,True,471,97,onehot_group,False,False,0.0,97.0,,
S_src00471,S_src00471__lvl98,True,471,98,onehot_group,False,False,0.0,98.0,,
S_src00471,S_src00471__lvl99,True,471,99,onehot_group,False,False,0.0,99.0,,
S_src00471,S_src00471__lvl100,True,471,100,onehot_group,False,False,0.0,100.0,,
S_src00471,S_src00471__lvl101,True,471,101,onehot_group,False,False,0.0,101.0,,
S_src00471,S_src00471__lvl102,True,471,102,onehot_group,False,False,0.0,102.0,,
S_src00471,S_src00471__lvl103,True,471,103,onehot_group,False,False,0.0,103.0,,
S_src00471,S_src00471__lvl104,True,471,104,onehot_group,False,False,0.0,104.0,,
S_src00471,S_src00471__lvl105,True,471,105,onehot_group,False,False,0.0,105.0,,
S_src00471,S_src00471__lvl106,True,471,106,onehot_group,False,False,0.0,106.0,,
S_src00471,S_src00471__lvl107,True,471,107,onehot_group,False,False,0.0,107.0,,
S_src00471,S_src00471__lvl108,True,471,108,onehot_group,False,False,0.0,108.0,,
S_src00471,S_src00471__lvl109,True,471,109,onehot_group,False,False,0.0,109.0,,
S_src00471,S_src00471__lvl110,True,471,110,onehot_group,False,False,0.0,110.0,,
S_src00471,S_src00471__lvl111,True,471,111,onehot_group,False,False,0.0,111.0,,
S_src00471,S_src00471__lvl112,True,471,112,onehot_group,False,False,0.0,112.0,,
S_src00471,S_src00471__lvl113,True,471,113,onehot_group,False,False,0.0,113.0,,
S_src00471,S_src00471__lvl114,True,471,114,onehot_group,False,False,0.0,114.0,,
S_src00471,S_src00471__lvl115,True,471,115,onehot_group,False,False,0.0,115.0,,
S_src00471,S_src00471__lvl116,True,471,116,onehot_group,False,False,0.0,116.0,,
S_src00471,S_src00471__lvl117,True,471,117,onehot_group,False,False,0.0,117.0,,
S_src00471,S_src00471__lvl118,True,471,118,onehot_group,False,False,0.0,118.0,,
S_src00471,S_src00471__lvl119,True,471,119,onehot_group,False,False,0.0,119.0,,
S_src00471,S_src00471__lvl120,True,471,120,onehot_group,False,False,0.0,120.0,,
S_src00471,S_src00471__lvl121,True,471,121,onehot_group,False,False,0.0,121.0,,
S_src00471,S_src00471__lvl122,True,471,122,onehot_group,False,False,0.0,122.0,,
S_src00471,S_src00471__lvl123,True,471,123,onehot_group,False,False,0.0,123.0,,
S_src00471,S_src00471__lvl124,True,471,124,onehot_group,False,False,0.0,124.0,,
S_src00471,S_src00471__lvl125,True,471,125,onehot_group,False,False,0.0,125.0,,
S_src00471,S_src00471__lvl126,True,471,126,onehot_group,False,False,0.0,126.0,,
S_src00471,S_src00471__lvl127,True,471,127,onehot_group,False,False,0.0,127.0,,
S_src00471,S_src00471__lvl128,True,471,128,onehot_group,False,False,0.0,128.0,,
S_src00471,S_src00471__lvl129,True,471,129,onehot_group,False,False,0.0,129.0,,
S_src00471,S_src00471__lvl130,True,471,130,onehot_group,False,False,0.0,130.0,,
S_src00471,S_src00471__lvl131,True,471,131,onehot_group,False,False,0.0,131.0,,
S_src00471,S_src00471__lvl132,True,471,132,onehot_group,False,False,0.0,132.0,,
S_src00471,S_src00471__lvl133,True,471,133,onehot_group,False,False,0.0,133.0,,
S_src00471,S_src00471__lvl134,True,471,134,onehot_group,False,False,0.0,134.0,,
S_src00471,S_src00471__lvl135,True,471,135,onehot_group,False,False,0.0,135.0,,
S_src00471,S_src00471__lvl136,True,471,136,onehot_group,False,False,0.0,136.0,,
S_src00471,S_src00471__lvl137,True,471,137,onehot_group,False,False,0.0,137.0,,
S_src00471,S_src00471__lvl138,True,471,138,onehot_group,False,False,0.0,138.0,,
S_src00471,S_src00471__lvl139,True,471,139,onehot_group,False,False,0.0,139.0,,
S_src00471,S_src00471__lvl140,True,471,140,onehot_group,False,False,0.0,140.0,,
S_src00471,S_src00471__lvl141,True,471,141,onehot_group,False,False,0.0,141.0,,
S_src00471,S_src00471__lvl142,True,471,142,onehot_group,False,False,0.0,142.0,,
S_src00471,S_src00471__lvl143,True,471,143,onehot_group,False,False,0.0,143.0,,
S_src00471,S_src00471__lvl144,True,471,144,onehot_group,False,False,0.0,144.0,,
S_src00471,S_src00471__lvl145,True,471,145,onehot_group,False,False,0.0,145.0,,
S_src00471,S_src00471__lvl146,True,471,146,onehot_group,False,False,0.0,146.0,,
S_src00471,S_src00471__lvl147,True,471,147,onehot_group,False,False,0.0,147.0,,
S_src00471,S_src00471__lvl148,True,471,148,onehot_group,False,False,0.0,148.0,,
S_src00471,S_src00471__lvl149,True,471,149,onehot_group,False,False,0.0,149.0,,
S_src00471,S_src00471__lvl150,True,471,150,onehot_group,False,False,0.0,150.0,,
S_src00471,S_src00471__lvl151,True,471,151,onehot_group,False,False,0.0,151.0,,
S_src00471,S_src00471__lvl152,True,471,152,onehot_group,False,False,0.0,152.0,,
S_src00471,S_src00471__lvl153,True,471,153,onehot_group,False,False,0.0,153.0,,
S_src00471,S_src00471__lvl154,True,471,154,onehot_group,False,False,0.0,154.0,,
S_src00471,S_src00471__lvl155,True,471,155,onehot_group,False,False,0.0,155.0,,
S_src00471,S_src00471__lvl156,True,471,156,onehot_group,False,False,0.0,156.0,,
S_src00471,S_src00471__lvl157,True,471,157,onehot_group,False,False,0.0,157.0,,
S_src00471,S_src00471__lvl158,True,471,158,onehot_group,False,False,0.0,158.0,,
S_src00471,S_src00471__lvl159,True,471,159,onehot_group,False,False,0.0,159.0,,
S_src00471,S_src00471__lvl160,True,471,160,onehot_group,False,False,0.0,160.0,,
S_src00471,S_src00471__lvl161,True,471,161,onehot_group,False,False,0.0,161.0,,
S_src00471,S_src00471__lvl162,True,471,162,onehot_group,False,False,0.0,162.0,,
S_src00471,S_src00471__lvl163,True,471,163,onehot_group,False,False,0.0,163.0,,
S_src00471,S_src00471__lvl164,True,471,164,onehot_group,False,False,0.0,164.0,,
S_src00471,S_src00471__lvl165,True,471,165,onehot_group,False,False,0.0,165.0,,
S_src00471,S_src00471__lvl166,True,471,166,onehot_group,False,False,0.0,166.0,,
S_src00471,S_src00471__lvl167,True,471,167,onehot_group,False,False,0.0,167.0,,
S_src00471,S_src00471__lvl168,True,471,168,onehot_group,False,False,0.0,168.0,,
S_src00471,S_src00471__lvl169,True,471,169,onehot_group,False,False,0.0,169.0,,
S_src00471,S_src00471__lvl170,True,471,170,onehot_group,False,False,0.0,170.0,,
S_src00471,S_src00471__lvl171,True,471,171,onehot_group,False,False,0.0,171.0,,
S_src00471,S_src00471__lvl172,True,471,172,onehot_group,False,False,0.0,172.0,,
S_src00471,S_src00471__lvl173,True,471,173,onehot_group,False,False,0.0,173.0,,
S_src00471,S_src00471__lvl174,True,471,174,onehot_group,False,False,0.0,174.0,,
S_src00471,S_src00471__lvl175,True,471,175,onehot_group,False,False,0.0,175.0,,
S_src00471,S_src00471__lvl176,True,471,176,onehot_group,False,False,0.0,176.0,,
S_src00471,S_src00471__lvl177,True,471,177,onehot_group,False,False,0.0,177.0,,
S_src00471,S_src00471__lvl178,True,471,178,onehot_group,False,False,0.0,178.0,,
S_src00471,S_src00471__lvl179,True,471,179,onehot_group,False,False,0.0,179.0,,
S_src00471,S_src00471__lvl180,True,471,180,onehot_group,False,False,0.0,180.0,,
S_src00471,S_src00471__lvl181,True,471,181,onehot_group,False,False,0.0,181.0,,
S_src00471,S_src00471__lvl182,True,471,182,onehot_group,False,False,0.0,182.0,,
S_src00471,S_src00471__lvl183,True,471,183,onehot_group,False,False,0.0,183.0,,
S_src00471,S_src00471__lvl184,True,471,184,onehot_group,False,False,0.0,184.0,,
S_src00471,S_src00471__lvl185,True,471,185,onehot_group,False,False,0.0,185.0,,
S_src00471,S_src00471__lvl186,True,471,186,onehot_group,False,False,0.0,186.0,,
S_src00471,S_src00471__lvl187,True,471,187,onehot_group,False,False,0.0,187.0,,
S_src00471,S_src00471__lvl188,True,471,188,onehot_group,False,False,0.0,188.0,,
S_src00471,S_src00471__lvl189,True,471,189,onehot_group,False,False,0.0,189.0,,
S_src00471,S_src00471__lvl190,True,471,190,onehot_group,False,False,0.0,190.0,,
S_src00471,S_src00471__lvl191,True,471,191,onehot_group,False,False,0.0,191.0,,
S_src00471,S_src00471__lvl192,True,471,192,onehot_group,False,False,0.0,192.0,,
S_src00471,S_src00471__lvl193,True,471,193,onehot_group,False,False,0.0,193.0,,
S_src00471,S_src00471__lvl194,True,471,194,onehot_group,False,False,0.0,194.0,,
S_src00471,S_src00471__lvl195,True,471,195,onehot_group,False,False,0.0,195.0,,
S_src00471,S_src00471__lvl196,True,471,196,onehot_group,False,False,0.0,196.0,,
S_src00471,S_src00471__lvl197,True,471,197,onehot_group,False,False,0.0,197.0,,
S_src00471,S_src00471__lvl198,True,471,198,onehot_group,False,False,0.0,198.0,,
S_src00471,S_src00471__lvl199,True,471,199,onehot_group,False,False,0.0,199.0,,
S_src00471,S_src00471__lvl200,True,471,200,onehot_group,False,False,0.0,200.0,,
S_src00471,S_src00471__lvl201,True,471,201,onehot_group,False,False,0.0,201.0,,
S_src00471,S_src00471__lvl202,True,471,202,onehot_group,False,False,0.0,202.0,,
S_src00471,S_src00471__lvl203,True,471,203,onehot_group,False,False,0.0,203.0,,
S_src00471,S_src00471__lvl204,True,471,204,onehot_group,False,False,0.0,204.0,,
S_src00471,S_src00471__lvl205,True,471,205,onehot_group,False,False,0.0,205.0,,
S_src00471,S_src00471__lvl206,True,471,206,onehot_group,False,False,0.0,206.0,,
S_src00471,S_src00471__lvl207,True,471,207,onehot_group,False,False,0.0,207.0,,
S_src00471,S_src00471__lvl208,True,471,208,onehot_group,False,False,0.0,208.0,,
S_src00471,S_src00471__lvl209,True,471,209,onehot_group,False,False,0.0,209.0,,
S_src00471,S_src00471__lvl210,True,471,210,onehot_group,False,False,0.0,210.0,,
S_src00471,S_src00471__lvl211,True,471,211,onehot_group,False,False,0.0,211.0,,
S_src00471,S_src00471__lvl212,True,471,212,onehot_group,False,False,0.0,212.0,,
S_src00471,S_src00471__lvl213,True,471,213,onehot_group,False,False,0.0,213.0,,
S_src00471,S_src00471__lvl214,True,471,214,onehot_group,False,False,0.0,214.0,,
S_src00471,S_src00471__lvl215,True,471,215,onehot_group,False,False,0.0,215.0,,
S_src00471,S_src00471__lvl216,True,471,216,onehot_group,False,False,0.0,216.0,,
S_src00471,S_src00471__lvl217,True,471,217,onehot_group,False,False,0.0,217.0,,
S_src00471,S_src00471__lvl218,True,471,218,onehot_group,False,False,0.0,218.0,,
S_src00471,S_src00471__lvl219,True,471,219,onehot_group,False,False,0.0,219.0,,
S_src00471,S_src00471__lvl220,True,471,220,onehot_group,False,False,0.0,220.0,,
S_src00471,S_src00471__lvl221,True,471,221,onehot_group,False,False,0.0,221.0,,
S_src00471,S_src00471__lvl222,True,471,222,onehot_group,False,False,0.0,222.0,,
S_src00471,S_src00471__lvl223,True,471,223,onehot_group,False,False,0.0,223.0,,
S_src00471,S_src00471__lvl224,True,471,224,onehot_group,False,False,0.0,224.0,,
S_src00471,S_src00471__lvl225,True,471,225,onehot_group,False,False,0.0,225.0,,
S_src00471,S_src00471__lvl226,True,471,226,onehot_group,False,False,0.0,226.0,,
S_src00471,S_src00471__lvl227,True,471,227,onehot_group,False,False,0.0,227.0,,
S_src00471,S_src00471__lvl228,True,471,228,onehot_group,False,False,0.0,228.0,,
S_src00471,S_src00471__lvl229,True,471,229,onehot_group,False,False,0.0,229.0,,
S_src00471,S_src00471__lvl230,True,471,230,onehot_group,False,False,0.0,230.0,,
S_src00471,S_src00471__lvl231,True,471,231,onehot_group,False,False,0.0,231.0,,
S_src00471,S_src00471__lvl232,True,471,232,onehot_group,False,False,0.0,232.0,,
S_src00471,S_src00471__lvl233,True,471,233,onehot_group,False,False,0.0,233.0,,
S_src00471,S_src00471__lvl234,True,471,234,onehot_group,False,False,0.0,234.0,,
S_src00471,S_src00471__lvl235,True,471,235,onehot_group,False,False,0.0,235.0,,
S_src00471,S_src00471__lvl236,True,471,236,onehot_group,False,False,0.0,236.0,,
S_src00471,S_src00471__lvl237,True,471,237,onehot_group,False,False,0.0,237.0,,
S_src00471,S_src00471__lvl238,True,471,238,onehot_group,False,False,0.0,238.0,,
S_src00471,S_src00471__lvl239,True,471,239,onehot_group,False,False,0.0,239.0,,
S_src00471,S_src00471__lvl240,True,471,240,onehot_group,False,False,0.0,240.0,,
S_src00471,S_src00471__lvl241,True,471,241,onehot_group,False,False,0.0,241.0,,
S_src00471,S_src00471__lvl242,True,471,242,onehot_group,False,False,0.0,242.0,,
S_src00471,S_src00471__lvl243,True,471,243,onehot_group,False,False,0.0,243.0,,
S_src00471,S_src00471__lvl244,True,471,244,onehot_group,False,False,0.0,244.0,,
S_src00471,S_src00471__lvl245,True,471,245,onehot_group,False,False,0.0,245.0,,
S_src00471,S_src00471__lvl246,True,471,246,onehot_group,False,False,0.0,246.0,,
S_src00471,S_src00471__lvl247,True,471,247,onehot_group,False,False,0.0,247.0,,
S_src00471,S_src00471__lvl248,True,471,248,onehot_group,False,False,0.0,248.0,,
S_src00471,S_src00471__lvl249,True,471,249,onehot_group,False,False,0.0,249.0,,
S_src00471,S_src00471__lvl250,True,471,250,onehot_group,False,False,0.0,250.0,,
S_src00471,S_src00471__lvl251,True,471,251,onehot_group,False,False,0.0,251.0,,
S_src00471,S_src00471__lvl252,True,471,252,onehot_group,False,False,0.0,252.0,,
S_src00471,S_src00471__lvl253,True,471,253,onehot_group,False,False,0.0,253.0,,
S_src00471,S_src00471__lvl254,True,471,254,onehot_group,False,False,0.0,254.0,,
S_src00471,S_src00471__lvl255,True,471,255,onehot_group,False,False,0.0,255.0,,
S_src00471,S_src00471__lvl256,True,471,256,onehot_group,False,False,0.0,256.0,,
S_src00471,S_src00471__lvl257,True,471,257,onehot_group,False,False,0.0,257.0,,
S_src00471,S_src00471__lvl258,True,471,258,onehot_group,False,False,0.0,258.0,,
S_src00471,S_src00471__lvl259,True,471,259,onehot_group,False,False,0.0,259.0,,
S_src00471,S_src00471__lvl260,True,471,260,onehot_group,False,False,0.0,260.0,,
S_src00471,S_src00471__lvl261,True,471,261,onehot_group,False,False,0.0,261.0,,
S_src00471,S_src00471__lvl262,True,471,262,onehot_group,False,False,0.0,262.0,,
S_src00471,S_src00471__lvl263,True,471,263,onehot_group,False,False,0.0,263.0,,
S_src00471,S_src00471__lvl264,True,471,264,onehot_group,False,False,0.0,264.0,,
S_src00471,S_src00471__lvl265,True,471,265,onehot_group,False,False,0.0,265.0,,
S_src00471,S_src00471__lvl266,True,471,266,onehot_group,False,False,0.0,266.0,,
S_src00471,S_src00471__lvl267,True,471,267,onehot_group,False,False,0.0,267.0,,
S_src00471,S_src00471__lvl268,True,471,268,onehot_group,False,False,0.0,268.0,,
S_src00471,S_src00471__lvl269,True,471,269,onehot_group,False,False,0.0,269.0,,
S_src00471,S_src00471__lvl270,True,471,270,onehot_group,False,False,0.0,270.0,,
S_src00471,S_src00471__lvl271,True,471,271,onehot_group,False,False,0.0,271.0,,
S_src00471,S_src00471__lvl272,True,471,272,onehot_group,False,False,0.0,272.0,,
S_src00471,S_src00471__lvl273,True,471,273,onehot_group,False,False,0.0,273.0,,
S_src00471,S_src00471__lvl274,True,471,274,onehot_group,False,False,0.0,274.0,,
S_src00471,S_src00471__lvl275,True,471,275,onehot_group,False,False,0.0,275.0,,
S_src00471,S_src00471__lvl276,True,471,276,onehot_group,False,False,0.0,276.0,,
